"","CNA_cohort","CNA_covered_in_sc23"
"284","chr14_33032082_38139586","chr14_33082885_33192172,chr14_33192172_33299555,chr14_33299555_33792486,chr14_33792486_33929382,chr14_33929382_34004672,chr14_34004672_34272514,chr14_34272514_34339229,chr14_34339229_34377381,chr14_34377381_34401916,chr14_34401916_34462304,chr14_34462304_34520129,chr14_34520129_34567033,chr14_34567033_34642769,chr14_34642769_34709299,chr14_34709299_34800528,chr14_34800528_34833242,chr14_34833242_34846865,chr14_34846865_34892774,chr14_34892774_34928046,chr14_34928046_35018430,chr14_35018430_35048279,chr14_35048279_35149349,chr14_35149349_35211090,chr14_35211090_35420647,chr14_35420647_35453100,chr14_35453100_35456993,chr14_35456993_35683778,chr14_35683778_35722786,chr14_35722786_35726842,chr14_35726842_35807284,chr14_35807284_35872882,chr14_35872882_35996537,chr14_35996537_36120960,chr14_36120960_36284994,chr14_36284994_36315831,chr14_36315831_36360348,chr14_36360348_36406916,chr14_36406916_36547122,chr14_36547122_36703027,chr14_36703027_36936945,chr14_36936945_36954470,chr14_36954470_36965895,chr14_36965895_37072361,chr14_37072361_37119152,chr14_37119152_37183536,chr14_37183536_37216393,chr14_37216393_37293369,chr14_37293369_37358181,chr14_37358181_37401454,chr14_37401454_37550794,chr14_37550794_37600509,chr14_37600509_37685280,chr14_37685280_37900545,chr14_37900545_37940637,chr14_37940637_37961666,chr14_37961666_37989670,chr14_37989670_38116363"
"285","chr14_38639537_39427075","chr14_38652896_38723260,chr14_38723260_38902510,chr14_38902510_38973646,chr14_38973646_39037621,chr14_39037621_39101730,chr14_39101730_39131878,chr14_39131878_39299300,chr14_39299300_39404118"
"286","chr15_43808511_47648659","chr15_43845356_44013200,chr15_44013200_44120703,chr15_44120703_44134562,chr15_44134562_44157030,chr15_44157030_44196197,chr15_44196197_44243544,chr15_44243544_44275007,chr15_44275007_44348766,chr15_44348766_44466950,chr15_44466950_44524917,chr15_44524917_44638046,chr15_44638046_44719232,chr15_44719232_44773632,chr15_44773632_44847535,chr15_44847535_44901914,chr15_44901914_44920140,chr15_44920140_44973248,chr15_44973248_45051999,chr15_45051999_45159921,chr15_45159921_45194854,chr15_45194854_45237926,chr15_45237926_45326479,chr15_45326479_45378483,chr15_45378483_45469679,chr15_45469679_45513866,chr15_45513866_45560235,chr15_45560235_45614688,chr15_45614688_45868928,chr15_45868928_45908901,chr15_45908901_45967779,chr15_45967779_46025077,chr15_46025077_46040846,chr15_46040846_46075927,chr15_46075927_46234630,chr15_46234630_46249149,chr15_46249149_46369985,chr15_46369985_46409444,chr15_46409444_46517219,chr15_46517219_46699698,chr15_46699698_46745196,chr15_46745196_46875935,chr15_46875935_47032677,chr15_47032677_47341240,chr15_47341240_47485870,chr15_47485870_47553632"
"287","chr15_47783394_48084286","chr15_47792161_47853643,chr15_47853643_47907322,chr15_47907322_47952303,chr15_47952303_47971243,chr15_47971243_48004125,chr15_48004125_48040961,chr15_48040961_48083637"
"288","chr15_19076880_22020420","chr15_20184166_20858899"
"289","chr15_26000343_26117364","chr15_26087225_26115974"
"290","chr15_26565635_26946607","chr15_26573210_26595166,chr15_26595166_26770294,chr15_26770294_26797566"
"291","chr15_28249600_29025818","chr15_28333850_28392354,chr15_28392354_28449339,chr15_28449339_28535245"
"292","chr15_29196285_29427619","chr15_29267853_29353818"
"293","chr15_30730582_32081789","chr15_31125004_31172450,chr15_31172450_31404678,chr15_31404678_31465713,chr15_31465713_31487368,chr15_31487368_31503357,chr15_31503357_31777065,chr15_31777065_32057011"
"294","chr15_36960397_37868566","chr15_37095074_37285794,chr15_37285794_37432679,chr15_37432679_37493504"
"295","chr15_39966757_40800669","chr15_40121008_40133019,chr15_40133019_40331486,chr15_40331486_40502933,chr15_40502933_40653867,chr15_40653867_40790022"
"296","chr15_42832961_42954463","chr15_42928773_42944635"
"297","chr15_43739179_43831135","chr15_43756183_43790824"
"298","chr15_43972176_44223520","chr15_44013200_44120703,chr15_44120703_44134562,chr15_44134562_44157030,chr15_44157030_44196197"
"299","chr15_48885404_51220738","chr15_48951156_49123780,chr15_49123780_49190661,chr15_49190661_49220295,chr15_49220295_49235330,chr15_49235330_49347019,chr15_49347019_49732459,chr15_49732459_49873313,chr15_49873313_49900936,chr15_49900936_49973364,chr15_49973364_50119515,chr15_50119515_50150237,chr15_50150237_50205099,chr15_50205099_50219072,chr15_50219072_50293391,chr15_50293391_50313574,chr15_50313574_50418316,chr15_50418316_50598148,chr15_50598148_50652397,chr15_50652397_50689585,chr15_50689585_50727435,chr15_50727435_50773843,chr15_50773843_51068361"
"300","chr15_17208258_23574192","chr15_20184166_20858899,chr15_20858899_22484662,chr15_22484662_23014152,chr15_23014152_23137098"
"301","chr15_25300532_25775588","chr15_25368985_25424413,chr15_25424413_25581407"
"302","chr15_33137830_33319007","chr15_33267015_33311874"
"303","chr15_35725512_35835451","chr15_35739947_35764156,chr15_35764156_35794027,chr15_35794027_35808632"
"304","chr16_48602541_49570632","chr16_48669881_48775261,chr16_48775261_48830328,chr16_48830328_48990062,chr16_48990062_49071917,chr16_49071917_49088583,chr16_49088583_49260775,chr16_49260775_49300516,chr16_49300516_49463198,chr16_49463198_49492616"
"305","chr16_50155763_50712731","chr16_50157810_50222776,chr16_50222776_50290505,chr16_50290505_50423649,chr16_50423649_50462317,chr16_50462317_50471935,chr16_50471935_50591216"
"306","chr16_54354468_54604131","chr16_54380442_54491768,chr16_54491768_54537255,chr16_54537255_54588256"
"307","chr16_57640350_57843887","chr16_57641592_57834275"
"308","chr16_62860263_63264418","chr16_62885612_62931433,chr16_62931433_63016800"
"309","chr16_71113974_71733879","chr16_71290979_71378801,chr16_71378801_71499571,chr16_71499571_71601984,chr16_71601984_71648042,chr16_71648042_71653551,chr16_71653551_71732536"
"310","chr16_71821874_111732398","chr16_71830420_72074346,chr16_72074346_72102794,chr16_72102794_72204522,chr16_72204522_72215253,chr16_72215253_72353859,chr16_72353859_72433336,chr16_72433336_72481421,chr16_72481421_72641748,chr16_72641748_72670547,chr16_72670547_72775250,chr16_72775250_72946686,chr16_72946686_72982749,chr16_72982749_73121247,chr16_73121247_73289789,chr16_73289789_73349857,chr16_73349857_73663832,chr16_73663832_73733009,chr16_73733009_73744785,chr16_73744785_73764918,chr16_73764918_73975903,chr16_73975903_74126555,chr16_74126555_74188116,chr16_74188116_74268340,chr16_74268340_74298929,chr16_74298929_74343847,chr16_74343847_74497238,chr16_74497238_74814858,chr16_74814858_75286024,chr16_75286024_75575966,chr16_75575966_75684711,chr16_75684711_75767743,chr16_75767743_75850176,chr16_75850176_75912743,chr16_75912743_76015381,chr16_76015381_76135107,chr16_76135107_76164980,chr16_76164980_76251045,chr16_76251045_76325797,chr16_76325797_76581321,chr16_76581321_76681867,chr16_76681867_76829747,chr16_76829747_76867393,chr16_76867393_76964915,chr16_76964915_76974703,chr16_76974703_77191476,chr16_77191476_77279698,chr16_77279698_77425536,chr16_77425536_77458153,chr16_77458153_77503763,chr16_77503763_77644371,chr16_77644371_77745578,chr16_77745578_77830637,chr16_77830637_77961876,chr16_77961876_77999895,chr16_77999895_78067526,chr16_78067526_78115221,chr16_78115221_78238806,chr16_78238806_78291013,chr16_78291013_78470903,chr16_78470903_78652074,chr16_78652074_78794054,chr16_78794054_78815708,chr16_78815708_79100459,chr16_79100459_79199982,chr16_79199982_79335625,chr16_79335625_79460132,chr16_79460132_79640770,chr16_79640770_79737373,chr16_79737373_79819393,chr16_79819393_79910166,chr16_79910166_80077410,chr16_80077410_80391703,chr16_80391703_80507298,chr16_80507298_80608606,chr16_80608606_80903227,chr16_80903227_80985639,chr16_80985639_81057833,chr16_81057833_81168589,chr16_81168589_81274801,chr16_81274801_81417732,chr16_81417732_81793264,chr16_81793264_81839184,chr16_81839184_81963506,chr16_81963506_82021022,chr16_82021022_82079293,chr16_82079293_82233554,chr16_82233554_82303296,chr16_82303296_82395069,chr16_82395069_82417544,chr16_82417544_82493133,chr16_82493133_82631663,chr16_82631663_82707613,chr16_82707613_82768466,chr16_82768466_82798119,chr16_82798119_82826104,chr16_82826104_82981570,chr16_82981570_83207434,chr16_83207434_83226388,chr16_83226388_83304169,chr16_83304169_83333188,chr16_83333188_83446510,chr16_83446510_83467452,chr16_83467452_83557066,chr16_83557066_83589942,chr16_83589942_83635168,chr16_83635168_83702137,chr16_83702137_83782008,chr16_83782008_83840903,chr16_83840903_83888124,chr16_83888124_83923754,chr16_83923754_84069623,chr16_84069623_84425100,chr16_84425100_84798754,chr16_84798754_84873965,chr16_84873965_84953268,chr16_84953268_84988102,chr16_84988102_85134512,chr16_85134512_85631248,chr16_85631248_86662093,chr16_86662093_87178190,chr16_87178190_88386635,chr16_88386635_88709452,chr16_88709452_88984869,chr16_88984869_89028423,chr16_89028423_89174736,chr16_89174736_89609240,chr16_89609240_90002887"
"311","chr16_53382_3029728","chr16_ 645051_ 880693,chr16_ 880693_1050709,chr16_1050709_1095505,chr16_1095505_1162933,chr16_1162933_1221464,chr16_1221464_1333320,chr16_1333320_1590834,chr16_1590834_2161994"
"312","chr16_3209007_4207857","chr16_3229300_3687866,chr16_3687866_4171733"
"313","chr16_5710012_10515221","chr16_ 5769858_ 5849227,chr16_ 5849227_ 6030351,chr16_ 6030351_ 6287814,chr16_ 6287814_ 6373318,chr16_ 6373318_ 6433927,chr16_ 6433927_ 6559645,chr16_ 6559645_ 6679374,chr16_ 6679374_ 6790198,chr16_ 6790198_ 7123163,chr16_ 7123163_ 7235777,chr16_ 7235777_ 7326432,chr16_ 7326432_ 7409324,chr16_ 7409324_ 7504614,chr16_ 7504614_ 7557783,chr16_ 7557783_ 7571463,chr16_ 7571463_ 7712091,chr16_ 7712091_ 7759959,chr16_ 7759959_ 7783552,chr16_ 7783552_ 7847726,chr16_ 7847726_ 7955494,chr16_ 7955494_ 8147177,chr16_ 8147177_ 8283453,chr16_ 8283453_ 8429615,chr16_ 8429615_ 8499066,chr16_ 8499066_ 8719877,chr16_ 8719877_ 8762974,chr16_ 8762974_ 8836783,chr16_ 8836783_ 9102915,chr16_ 9102915_ 9389857,chr16_ 9389857_ 9518432,chr16_ 9518432_ 9664156,chr16_ 9664156_ 9787238,chr16_ 9787238_ 9805362,chr16_ 9805362_ 9857618,chr16_ 9857618_10046301,chr16_10046301_10164510,chr16_10164510_10323141"
"314","chr16_13628968_15009219","chr16_13663299_13724723,chr16_13724723_13815583,chr16_13815583_13890289,chr16_13890289_13988565,chr16_13988565_14150729,chr16_14150729_14522205,chr16_14522205_14644303,chr16_14644303_14778164"
"315","chr16_16597324_17586759","chr16_16973916_17022710,chr16_17022710_17116823,chr16_17116823_17169684,chr16_17169684_17204468,chr16_17204468_17376688,chr16_17376688_17552206"
"316","chr16_23890562_24259843","chr16_24059202_24143170"
"317","chr16_30732374_36345446","chr16_31185406_31261865,chr16_31261865_31359487,chr16_31359487_31541684,chr16_31541684_31565246,chr16_31565246_31599719,chr16_31599719_31697977,chr16_31697977_31801828,chr16_31801828_31862001,chr16_31862001_31933845,chr16_31933845_34202277,chr16_34202277_34242977,chr16_34242977_34352666,chr16_34352666_34388130,chr16_34388130_34562016,chr16_34562016_34694683,chr16_34694683_34762915,chr16_34762915_34789263,chr16_34789263_34977670,chr16_34977670_35273257"
"318","chr16_44624430_48507632","chr16_46757001_47106296,chr16_47106296_47365015,chr16_47365015_47389299,chr16_47389299_47786213,chr16_47786213_47977734,chr16_47977734_48134385,chr16_48134385_48170946,chr16_48170946_48219089,chr16_48219089_48378822,chr16_48378822_48395708,chr16_48395708_48437840,chr16_48437840_48467964"
"319","chr17_49063828_71255565","chr17_49078948_49134179,chr17_49134179_49221214,chr17_49221214_49436214,chr17_49436214_49472817,chr17_49472817_49641129,chr17_49641129_49788769,chr17_49788769_49801988,chr17_49801988_49905553,chr17_49905553_50008575,chr17_50008575_50141467,chr17_50141467_50177337,chr17_50177337_50206060,chr17_50206060_50246777,chr17_50246777_50286053,chr17_50286053_50389498,chr17_50389498_50482144,chr17_50482144_50632476,chr17_50632476_50717525,chr17_50717525_50769216,chr17_50769216_50937553,chr17_50937553_51036616,chr17_51036616_51334355,chr17_51334355_51502094,chr17_51502094_51581706,chr17_51581706_51643915,chr17_51643915_51781237,chr17_51781237_51821093,chr17_51821093_51896368,chr17_51896368_52068261,chr17_52068261_52111449,chr17_52111449_52159655,chr17_52159655_52304781,chr17_52304781_52421427,chr17_52421427_52441093,chr17_52441093_52603757,chr17_52603757_52680068,chr17_52680068_52791472,chr17_52791472_52868484,chr17_52868484_52953980,chr17_52953980_53213803,chr17_53213803_53232554,chr17_53232554_53250817,chr17_53250817_53305652,chr17_53305652_53436707,chr17_53436707_53556664,chr17_53556664_53607404,chr17_53607404_53647340,chr17_53647340_53734583,chr17_53734583_53905122,chr17_53905122_54021508,chr17_54021508_54196078,chr17_54196078_54314023,chr17_54314023_54361501,chr17_54361501_54627762,chr17_54627762_54755086,chr17_54755086_54890996,chr17_54890996_55192027,chr17_55192027_55380910,chr17_55380910_55426563,chr17_55426563_55483981,chr17_55483981_55512230,chr17_55512230_55745542,chr17_55745542_55889668,chr17_55889668_56017398,chr17_56017398_56077792,chr17_56077792_56111197,chr17_56111197_56200734,chr17_56200734_56239416,chr17_56239416_56309032,chr17_56309032_56465278,chr17_56465278_56514892,chr17_56514892_56548469,chr17_56548469_56634674,chr17_56634674_56681872,chr17_56681872_56737582,chr17_56737582_56768549,chr17_56768549_56846962,chr17_56846962_56950292,chr17_56950292_57041523,chr17_57041523_57058398,chr17_57058398_57225924,chr17_57225924_57305706,chr17_57305706_57543410,chr17_57543410_57614249,chr17_57614249_57745254,chr17_57745254_57935751,chr17_57935751_58176176,chr17_58176176_58293362,chr17_58293362_58336430,chr17_58336430_58407404,chr17_58407404_58460379,chr17_58460379_58633935,chr17_58633935_58649822,chr17_58649822_58779029,chr17_58779029_58851412,chr17_58851412_58901186,chr17_58901186_58984011,chr17_58984011_59020931,chr17_59020931_59043849,chr17_59043849_59144045,chr17_59144045_59162453,chr17_59162453_59227551,chr17_59227551_59340674,chr17_59340674_59557922,chr17_59557922_59661326,chr17_59661326_59728836,chr17_59728836_59939443,chr17_59939443_60065740,chr17_60065740_60161378,chr17_60161378_60622750,chr17_60622750_60721740,chr17_60721740_60909336,chr17_60909336_60995482,chr17_60995482_61099051,chr17_61099051_61541592,chr17_61541592_61637448,chr17_61637448_61657102,chr17_61657102_61952478,chr17_61952478_62079476,chr17_62079476_62140670,chr17_62140670_62192976,chr17_62192976_62303542,chr17_62303542_62400928,chr17_62400928_62645818,chr17_62645818_62680085,chr17_62680085_63219532,chr17_63219532_63258607,chr17_63258607_63317659,chr17_63317659_63342107,chr17_63342107_63451983,chr17_63451983_63596485,chr17_63596485_63781578,chr17_63781578_63992553,chr17_63992553_64239642,chr17_64239642_64570133,chr17_64570133_64636467,chr17_64636467_64719028,chr17_64719028_64802751,chr17_64802751_64828048,chr17_64828048_64980797,chr17_64980797_65048438,chr17_65048438_65232598,chr17_65232598_65316871,chr17_65316871_65513060,chr17_65513060_65742512,chr17_65742512_65832440,chr17_65832440_65937533,chr17_65937533_66010543,chr17_66010543_66034889,chr17_66034889_66066130,chr17_66066130_66142775,chr17_66142775_66155788,chr17_66155788_66245211,chr17_66245211_66301203,chr17_66301203_66508981,chr17_66508981_66740329,chr17_66740329_66805532,chr17_66805532_66833606,chr17_66833606_66872319,chr17_66872319_66959949,chr17_66959949_67250872,chr17_67250872_67278169,chr17_67278169_67295377,chr17_67295377_67346443,chr17_67346443_67359298,chr17_67359298_67373203,chr17_67373203_67442683,chr17_67442683_67479153,chr17_67479153_67569424,chr17_67569424_67630406,chr17_67630406_67706756,chr17_67706756_67966542,chr17_67966542_68112238,chr17_68112238_68192551,chr17_68192551_68304797,chr17_68304797_68380338,chr17_68380338_68418249,chr17_68418249_68473319,chr17_68473319_68696260,chr17_68696260_68735676,chr17_68735676_68849791,chr17_68849791_68951629,chr17_68951629_68991856,chr17_68991856_69008338,chr17_69008338_69040360,chr17_69040360_69087967,chr17_69087967_69220586,chr17_69220586_69340444,chr17_69340444_69593257,chr17_69593257_69741282,chr17_69741282_69918925,chr17_69918925_70014344,chr17_70014344_70021630,chr17_70021630_70088924,chr17_70088924_70376900,chr17_70376900_70590162,chr17_70590162_70655543,chr17_70655543_70688827,chr17_70688827_70731735,chr17_70731735_70866395,chr17_70866395_71007451,chr17_71007451_71150516,chr17_71150516_71211798"
"320","chr17_71768253_80329354","chr17_72272218_72416570,chr17_72416570_72506498,chr17_72506498_72862470,chr17_72862470_74224048,chr17_74224048_74789617,chr17_74789617_74945498,chr17_74945498_75925846,chr17_75925846_75980580,chr17_75980580_78518608,chr17_78518608_79006667,chr17_79006667_79319669,chr17_79319669_79882207,chr17_79882207_80083764,chr17_80083764_80229255"
"321","chr17_140422_50680564","chr17_  266032_  485691,chr17_  485691_  605847,chr17_  605847_  719530,chr17_  719530_  827753,chr17_  827753_  909534,chr17_  909534_ 1136310,chr17_ 1136310_ 1229518,chr17_ 1229518_ 1565416,chr17_ 1565416_ 1827901,chr17_ 1827901_ 1872234,chr17_ 1872234_ 2046469,chr17_ 2046469_ 2092939,chr17_ 2092939_ 2123756,chr17_ 2123756_ 2178569,chr17_ 2178569_ 2405384,chr17_ 2405384_ 2869181,chr17_ 2869181_ 3072827,chr17_ 3072827_ 3222463,chr17_ 3222463_ 3348012,chr17_ 3348012_ 3432555,chr17_ 3432555_ 3601754,chr17_ 3601754_ 3929217,chr17_ 3929217_ 4776965,chr17_ 4776965_ 4861762,chr17_ 4861762_ 4968258,chr17_ 4968258_ 5009081,chr17_ 5009081_ 5328191,chr17_ 5328191_ 5387305,chr17_ 5387305_ 5419828,chr17_ 5419828_ 5449728,chr17_ 5449728_ 5647108,chr17_ 5647108_ 5779556,chr17_ 5779556_ 5853896,chr17_ 5853896_ 5910570,chr17_ 5910570_ 6240336,chr17_ 6240336_ 6305652,chr17_ 6305652_ 6367803,chr17_ 6367803_ 6608879,chr17_ 6608879_ 6977903,chr17_ 6977903_ 7082956,chr17_ 7082956_ 7390019,chr17_ 7390019_ 7997581,chr17_ 7997581_ 8071234,chr17_ 8071234_ 8212865,chr17_ 8212865_ 8231699,chr17_ 8231699_ 8317558,chr17_ 8317558_ 8484338,chr17_ 8484338_ 8539919,chr17_ 8539919_ 8596528,chr17_ 8596528_ 8708083,chr17_ 8708083_ 8955794,chr17_ 8955794_ 9162399,chr17_ 9162399_ 9206765,chr17_ 9206765_ 9239680,chr17_ 9239680_ 9297628,chr17_ 9297628_ 9336602,chr17_ 9336602_ 9388530,chr17_ 9388530_ 9649972,chr17_ 9649972_ 9741349,chr17_ 9741349_ 9806443,chr17_ 9806443_10231893,chr17_10231893_10477393,chr17_10477393_10553795,chr17_10553795_10575332,chr17_10575332_10654461,chr17_10654461_10788492,chr17_10788492_10818160,chr17_10818160_11111034,chr17_11111034_11266769,chr17_11266769_11334807,chr17_11334807_11447130,chr17_11447130_11458623,chr17_11458623_11514598,chr17_11514598_11554616,chr17_11554616_11713918,chr17_11713918_11745000,chr17_11745000_11778814,chr17_11778814_11789774,chr17_11789774_11967689,chr17_11967689_12022514,chr17_12022514_12052369,chr17_12052369_12085746,chr17_12085746_12102858,chr17_12102858_12505499,chr17_12505499_12545950,chr17_12545950_12689534,chr17_12689534_12943052,chr17_12943052_13127409,chr17_13127409_13248157,chr17_13248157_13324554,chr17_13324554_13458171,chr17_13458171_13521036,chr17_13521036_13539968,chr17_13539968_13695182,chr17_13695182_14020687,chr17_14020687_14129378,chr17_14129378_14227953,chr17_14227953_14355789,chr17_14355789_14442757,chr17_14442757_14539833,chr17_14539833_14661402,chr17_14661402_14880675,chr17_14880675_14967400,chr17_14967400_14976364,chr17_14976364_15092488,chr17_15092488_15143348,chr17_15143348_15211773,chr17_15211773_15291100,chr17_15291100_15390524,chr17_15390524_15585376,chr17_15585376_15665591,chr17_15665591_15853226,chr17_15853226_15928750,chr17_15928750_16159922,chr17_16159922_16239404,chr17_16239404_16398308,chr17_16398308_16739943,chr17_16739943_16811784,chr17_16811784_16962450,chr17_16962450_16992772,chr17_16992772_17377485,chr17_17377485_17534949,chr17_17534949_17788524,chr17_17788524_18075755,chr17_18075755_18255992,chr17_18255992_18833013,chr17_18833013_19223947,chr17_19223947_19321942,chr17_19321942_19343546,chr17_19343546_19672922,chr17_19672922_19921260,chr17_19921260_20043859,chr17_20043859_20092795,chr17_20092795_20107074,chr17_20107074_20607975,chr17_20607975_20729198,chr17_20729198_20784684,chr17_20784684_20842770,chr17_20842770_20877598,chr17_20877598_21419809,chr17_21419809_21488048,chr17_21488048_21518743,chr17_21518743_21531839,chr17_21531839_21924508,chr17_21924508_22026868,chr17_22026868_22100901,chr17_22100901_22228930,chr17_22228930_25297901,chr17_25297901_25410346,chr17_25410346_25420439,chr17_25420439_25637742,chr17_25637742_26009921,chr17_26009921_26019806,chr17_26019806_26078532,chr17_26078532_26126480,chr17_26126480_26160599,chr17_26160599_26246351,chr17_26246351_26570103,chr17_26570103_26689822,chr17_26689822_27001150,chr17_27001150_27120501,chr17_27120501_27542039,chr17_27542039_27977066,chr17_27977066_28079953,chr17_28079953_28125192,chr17_28125192_28234256,chr17_28234256_28405521,chr17_28405521_28543074,chr17_28543074_28629550,chr17_28629550_29040059,chr17_29040059_29108209,chr17_29108209_29162991,chr17_29162991_29433793,chr17_29433793_29481417,chr17_29481417_29720341,chr17_29720341_29919265,chr17_29919265_29984061,chr17_29984061_30043981,chr17_30043981_30714293,chr17_30714293_30792241,chr17_30792241_30887613,chr17_30887613_31094641,chr17_31094641_31122513,chr17_31122513_31158159,chr17_31158159_31189749,chr17_31189749_31237948,chr17_31237948_31440859,chr17_31440859_31622788,chr17_31622788_31666422,chr17_31666422_31792323,chr17_31792323_31835997,chr17_31835997_31924976,chr17_31924976_31951719,chr17_31951719_32306002,chr17_32306002_32543978,chr17_32543978_32760845,chr17_32760845_32991523,chr17_32991523_33019886,chr17_33019886_33201870,chr17_33201870_33340203,chr17_33340203_33384265,chr17_33384265_33419342,chr17_33419342_33533289,chr17_33533289_33916835,chr17_33916835_34044018,chr17_34044018_34115170,chr17_34115170_34207146,chr17_34207146_34215501,chr17_34215501_34351014,chr17_34351014_34454865,chr17_34454865_34827296,chr17_34827296_34964726,chr17_34964726_35244443,chr17_35244443_35278445,chr17_35278445_35427638,chr17_35427638_35515332,chr17_35515332_35747981,chr17_35747981_35958269,chr17_35958269_36007736,chr17_36007736_36069980,chr17_36069980_36084487,chr17_36084487_36306268,chr17_36306268_36392184,chr17_36392184_36431740,chr17_36431740_36477020,chr17_36477020_36583746,chr17_36583746_36872216,chr17_36872216_36929799,chr17_36929799_37391364,chr17_37391364_37685644,chr17_37685644_38269207,chr17_38269207_38502603,chr17_38502603_38533319,chr17_38533319_38739285,chr17_38739285_38745362,chr17_38745362_38832784,chr17_38832784_38860628,chr17_38860628_38913078,chr17_38913078_38926162,chr17_38926162_38956867,chr17_38956867_39077368,chr17_39077368_39134268,chr17_39134268_39161854,chr17_39161854_39270432,chr17_39270432_39325554,chr17_39325554_39420961,chr17_39420961_39485617,chr17_39485617_39558966,chr17_39558966_39592498,chr17_39592498_39645381,chr17_39645381_39816273,chr17_39816273_39959368,chr17_39959368_40382167,chr17_40382167_40643022,chr17_40643022_40693373,chr17_40693373_40815550,chr17_40815550_41200048,chr17_41200048_41554475,chr17_41554475_41604129,chr17_41604129_41669374,chr17_41669374_41844494,chr17_41844494_42493780,chr17_42493780_42778346,chr17_42778346_42857693,chr17_42857693_43009023,chr17_43009023_43068714,chr17_43068714_43165001,chr17_43165001_43254048,chr17_43254048_43391716,chr17_43391716_43849535,chr17_43849535_44013384,chr17_44013384_44054674,chr17_44054674_44158478,chr17_44158478_44273833,chr17_44273833_44943996,chr17_44943996_45002257,chr17_45002257_45311024,chr17_45311024_45519555,chr17_45519555_45708565,chr17_45708565_46147946,chr17_46147946_46734799,chr17_46734799_47252843,chr17_47252843_47401577,chr17_47401577_47437774,chr17_47437774_47513101,chr17_47513101_47637016,chr17_47637016_47830126,chr17_47830126_47898410,chr17_47898410_47931899,chr17_47931899_48254967,chr17_48254967_48726669,chr17_48726669_48781049,chr17_48781049_48867752,chr17_48867752_48930519,chr17_48930519_48950905,chr17_48950905_48981151,chr17_48981151_49078948,chr17_49078948_49134179,chr17_49134179_49221214,chr17_49221214_49436214,chr17_49436214_49472817,chr17_49472817_49641129,chr17_49641129_49788769,chr17_49788769_49801988,chr17_49801988_49905553,chr17_49905553_50008575,chr17_50008575_50141467,chr17_50141467_50177337,chr17_50177337_50206060,chr17_50206060_50246777,chr17_50246777_50286053,chr17_50286053_50389498,chr17_50389498_50482144,chr17_50482144_50632476"
"322","chr17_52145198_52404473","chr17_52159655_52304781"
"323","chr17_53450409_53815670","chr17_53556664_53607404,chr17_53607404_53647340,chr17_53647340_53734583"
"324","chr17_58726119_59189621","chr17_58779029_58851412,chr17_58851412_58901186,chr17_58901186_58984011,chr17_58984011_59020931,chr17_59020931_59043849,chr17_59043849_59144045,chr17_59144045_59162453"
"325","chr17_61602299_61923145","chr17_61637448_61657102"
"326","chr17_68860959_70358609","chr17_68951629_68991856,chr17_68991856_69008338,chr17_69008338_69040360,chr17_69040360_69087967,chr17_69087967_69220586,chr17_69220586_69340444,chr17_69340444_69593257,chr17_69593257_69741282,chr17_69741282_69918925,chr17_69918925_70014344,chr17_70014344_70021630,chr17_70021630_70088924"
"327","chr18_292539_405130","chr18_316279_401525"
"328","chr18_656107_1624775","chr18_ 694681_ 696023,chr18_ 696023_ 713920,chr18_ 713920_ 794105,chr18_ 794105_ 847300,chr18_ 847300_ 915617,chr18_ 915617_ 967798,chr18_ 967798_1060684,chr18_1060684_1269818,chr18_1269818_1304575,chr18_1304575_1329205,chr18_1329205_1361366,chr18_1361366_1417947,chr18_1417947_1428092,chr18_1428092_1508792,chr18_1508792_1590029"
"329","chr18_3157640_4021700","chr18_3194471_3314922,chr18_3314922_3367216,chr18_3367216_3407543,chr18_3407543_3456445,chr18_3456445_3533360,chr18_3533360_3621117,chr18_3621117_3674508,chr18_3674508_3830626,chr18_3830626_3895537,chr18_3895537_3944845,chr18_3944845_4007599"
